,errorLimit,f1,fbest,freq,grad,sol,time
27,0.1,200,[4.01299861],"225.681204228112, 847.1577076033329, 1398.8780651280495, 2025.6373088471055, 2584.0029156502983, 3244.8672012184743",600,"[14.005717836974833, 11.230558101842236, 10.522420973135816, 15.62764761529832, 13.009948312763695, 13.116841696966492, 13.639230875179205, 11.78234614649653, 12.640628341051915, 11.72871801545559, 7.507701028040864, 13.16825685349682, 13.009837315676943, 13.31831812644069, 13.3122113887528, 10.847442135219556, 12.513463388215873, 11.299823158241097, 10.283427812290155, 11.683479303235664, 13.556658951199465, 12.588727834298977, 9.195625287224638, 11.15221585233238, 12.41200601767036, 9.420511520896278, 11.575663638102514, 11.722814263256273, 12.916272606811928, 9.874476817998552, 13.641911022953476, 8.33364030656372, 12.539070931101989, 11.7434919582773, 12.032171505869526, 13.778790001443449, 10.787486005886608, 10.089188832709187, 10.431701529130887, 11.657918526623892, 14.012425186399126, 10.960792883647935, 9.300933020300807, 8.493272504433415, 10.20023505199318, 9.141061952258246, 10.874318483264965, 9.097617619502284, 9.22237966140384, 12.600778413084843, 10.015223314141753, 10.49326843832152, 8.916598459930166, 11.843636838023322, 10.304224929686253, 8.80917882125672, 11.086976344172355, 12.279367504718678, 8.19438542150302, 7.756696728391459, 11.512438762459075, 11.051439677303007, 8.53266944199118, 10.99040043221773, 6.853283634637525, 11.260849628040818, 11.67015681713872, 8.899064365554795, 8.749204649712793, 9.208916389427934, 10.52518690620435, 7.351536532452864, 7.811758843071035, 8.635892380679515, 11.788093932192071, 10.832513700736149, 9.944920440783628, 10.293205252732694, 11.16356017948288, 8.809320738854808]",3639.761783838272
28,0.1,200,[5.55492817],"171.2161774774293, 798.9527416377022, 1294.3958118622488, 2100.1910442514354, 2620.9828157877328, 3026.498114530394",600,"[12.877884102216047, 10.303769882652409, 15.08773618675064, 12.48126479521808, 13.581454265498438, 7.050959995247265, 10.526509597080882, 11.3174395865837, 14.527937408614537, 12.507149929266019, 14.721815256263158, 13.85206476072087, 12.836971037025735, 10.471381067726213, 12.761467987278786, 10.694277567970301, 10.866139369471087, 16.16532949423692, 12.02850049386008, 8.820923487944663, 9.0243352956872, 12.063150455121324, 14.277456044020715, 9.750985598918092, 10.482435623779724, 14.342467855493094, 10.25620066023965, 8.80984300569016, 12.24790868938509, 16.77239463362143, 9.088137859188336, 12.628422826060222, 8.041172213684405, 9.67788285061159, 9.315522104952835, 13.531699269060356, 10.778248625355005, 11.208005846291929, 13.58128816229832, 14.944929632804516, 10.52787510986214, 12.273190916127481, 13.93843896451813, 10.709798351939847, 10.076305884047914, 9.360016803045601, 9.277270481471007, 12.625703190416996, 9.103080591531393, 12.13217763326246, 8.21479873628852, 11.079302443457081, 9.962255545707446, 10.183114200685246, 11.553472835977583, 6.7565854280945, 9.711872233690505, 9.915759864254444, 8.408111169491528, 8.99453440098673, 7.202710559306416, 9.12693019483939, 8.781985266364593, 9.015940902437302, 10.199545483045544, 12.656035334830523, 10.36755561966272, 7.675666760136101, 11.701713435957803, 9.636130584627688, 10.513781113493996, 8.399948030924513, 9.837280629311714, 10.290335603687225, 8.12544979940802, 8.023847983080188, 9.282641094447557, 7.676334364053408, 5.002555791507196, 8.400641492390635]",3618.407115459442
29,0.1,200,[5.76749144],"246.84839320415165, 812.8596243064328, 1413.3726023892584, 2027.8201052743586, 2522.417064101526, 3064.2158686942894",600,"[14.684825823584298, 16.210825151674637, 14.995803707826022, 11.41266445308953, 18.364545490847764, 10.985778279073259, 10.355485996210666, 14.189215255368515, 13.824136624320989, 12.552622288374678, 10.607711014008363, 14.677516795617235, 9.882642432593276, 13.328910597526617, 11.876989811023662, 15.02320214471724, 11.440806339034541, 13.576197375019795, 9.184356221943762, 10.973497928010572, 11.392884739186089, 12.351361977285885, 12.336223424602855, 9.614779635621742, 11.549884619586397, 10.29489384655551, 15.01722833853604, 8.180717031614858, 10.423137209931488, 12.060261461676609, 14.830790716043909, 9.86153324417906, 13.64889792800432, 10.458972509709739, 11.385791044797335, 13.448602725091652, 11.110937000452013, 10.433812946094442, 13.833682160513133, 12.758347363597158, 11.185299952924195, 10.919644031387426, 12.129277107345171, 11.926957928233945, 6.738043834682149, 9.757470166808055, 10.373388102366533, 11.183300929810502, 11.309621153319233, 9.05945552514979, 9.014418684621736, 10.413671293192625, 10.73663553925419, 6.307699996253702, 11.016937430158585, 11.85739306209031, 7.670213664217964, 11.33016021179756, 11.79245296662426, 8.409517859722094, 9.56181308187163, 8.836590779935692, 7.987074572112673, 10.260953170412142, 9.386804527569351, 11.057317665656882, 6.6571558890725, 7.190033791339627, 12.454028207267958, 8.745840121383468, 11.66943150572676, 7.901751462101863, 10.751275221733124, 11.97336083036141, 10.701905832484844, 8.596197635125638, 10.971537237242295, 10.442008403660148, 7.852891242576401, 8.152592005412297]",3631.648546934128
30,0.1,200,[6.14647225],"45.946868852130905, 83.04815648931474, 112.10290562888041, 151.06549230797015, 170.6140989945118, 172.3680364026044",600,"[14.512468787376934, 13.968059205704105, 15.905499811514856, 12.049789652092102, 12.914355245943703, 12.175763584194467, 11.148203307290453, 16.659493402866172, 14.291021805158685, 11.490014121400794, 11.933305097509184, 9.597552054621922, 19.43797942619695, 9.993588426138638, 8.94476457529229, 7.118651896702357, 12.496232886589807, 15.934739504648583, 18.9435853529971, 9.565966399433814, 11.514827083422107, 12.68132271536037, 11.19575658697405, 11.8511635271188, 11.706519689880158, 7.287831670626558, 14.889712862390734, 17.263147587356432, 12.635142525973912, 12.250608149610787, 12.418147134808619, 14.975307506225615, 11.329244721000412, 7.538927431139631, 14.29368627692627, 14.21469356760863, 0.850748413935766, 11.231643602633154, 10.837345071086716, 8.720018684943575, 12.915625113194869, 13.886220130483636, 14.842211029249647, 11.593026307124047, 13.956734133273642, 8.385432572833787, 12.184403018415335, 12.976222136481319, 12.63893993023864, 6.48279198315598, 10.704080256914686, 8.306830923222916, 11.619323261926416, 11.00242081494929, 7.33385440689227, 8.761039642945134, 12.54431399452382, 13.189869024490513, 8.579527516982369, 10.859070109468753, 10.781576624187952, 10.2835287426857, 11.795240348935291, 10.790707643810912, 12.065561742676692, 6.391006742050324, 10.608037600583463, 10.738649346140354, 5.915085315953375, 7.6871046056441505, 8.254437643666076, 9.268442256337083, 3.5906402553676617, 7.138042810190475, 9.713084041608203, 6.710423334990123, 5.859360069677535, 3.7102750902512778, 10.039273305132054, 7.566749896660783]",3609.6834189891815
31,0.1,200,[3.0011994],"206.67904050589257, 874.0551260575669, 1396.770384731032, 2008.3985442636692, 2528.0403820045103, 3263.770825267898",600,"[13.803405527923758, 11.781831192569273, 11.796453763611606, 12.061650780856814, 10.007603004187716, 14.102532572670755, 16.816608843662188, 11.849880010138152, 13.589753753886678, 16.215743216185412, 9.415846999503895, 10.633684792783132, 12.454907010118601, 13.331061269363879, 13.751283552891923, 9.230943534060192, 14.561249080302026, 10.970726554837652, 8.014181011720476, 14.100570970078365, 12.282641412520881, 9.906248540742922, 13.096619465075305, 12.820548048787982, 12.566714804038325, 14.0929559612215, 16.360045982938143, 14.56394093464843, 15.607704574070581, 10.124712783816838, 12.321788496611157, 12.820662483818596, 8.80790167381898, 13.426641607354226, 12.030094667033277, 10.281899674273818, 10.363588154045763, 14.657131256946275, 9.70866775100988, 10.383710162349251, 10.364850021940466, 10.171970986500652, 11.871901087968682, 5.161374896478921, 9.874585146512006, 11.197741804007748, 12.668150068360944, 9.820413223821978, 12.02922201865058, 10.619557810260353, 8.263306041662345, 9.261130132855946, 8.869795940850402, 9.030948963194502, 9.346767678822914, 9.165034305437134, 7.19905102568583, 9.95564082342579, 10.475446831235084, 11.69606190290444, 11.810511010343259, 10.331465363046608, 9.871127512323554, 10.742118887269134, 10.88928288873977, 12.30682093143384, 10.226572014511273, 9.235006225168469, 10.78279472810822, 11.52040011421155, 11.445201408293551, 8.151935019944, 7.757833965614541, 11.864920976031648, 12.434277612615203, 8.510178156245761, 9.067243613290941, 10.471659990157375, 5.906119572443865, 10.888607553354696]",3612.21177983284
32,0.1,200,[6.11300506],"195.55246810452348, 781.4366701688107, 1430.232239060716, 1760.2608656514176, 2520.4942785088783, 2722.2549292955723",600,"[9.355545954773037, 13.351821223412758, 16.890551726206578, 9.280648923985131, 11.293181014625414, 16.332062055967835, 15.198565716007119, 15.583133797326795, 14.178797091181819, 11.239702107858605, 14.052660043541497, 9.604212554156303, 16.614943116552347, 7.3113279014282915, 13.899125073912279, 13.77831695694826, 8.154877353957886, 15.005823133134568, 13.469296332854, 13.168600263687344, 18.62860373755571, 9.499259292788334, 12.116450714142584, 13.46683825123245, 13.888198411974159, 12.964576061242187, 13.527608642813712, 17.02098087265577, 15.29519012335621, 14.213716781447136, 17.536635470537778, 12.957269194009175, 11.664215807874776, 9.814850559211642, 12.907441590701962, 11.79034962923536, 13.696358161809812, 15.360228251968577, 14.523517458708222, 13.11050697718749, 11.781316602055558, 14.367020736902049, 5.883006732241687, 11.224711967742252, 10.183389498840457, 10.32917569421275, 9.941467977302837, 11.376126045633868, 11.36860881927504, 8.132605325272504, 13.883563786831965, 9.535761890436504, 12.207644547648192, 4.256862448517337, 11.751111690645391, 8.858008250240117, 6.610203020260722, 6.7510269936489555, 12.493979959201768, 9.917373786210392, 3.488271413593815, 9.2649282129861, 12.447803730372577, 8.753477565145086, 10.198621290542558, 10.426021497565923, 14.230350596036963, 13.05848758477636, 11.796592875666338, 10.993688053007816, 7.422968496373132, 11.2930854226769, 10.03059119602804, 11.167118898269877, 11.249493378114785, 10.320265733272016, 7.291386602240657, 12.135121656544978, 8.746214685247226, 10.210585644793442]",3620.2257158756256
33,0.1,200,[6.08647712],"202.27816886504965, 830.4786673185217, 1318.116780342566, 2005.2632300005023, 2407.6813344382863, 3777.9555264379583",600,"[11.472385657133842, 12.254962836666763, 10.961315840556775, 14.921718817678698, 11.017999533472963, 15.556513215969408, 10.937135465874837, 12.401023195419166, 12.26446896543602, 12.941861977592696, 12.379416852418501, 12.81774882290471, 12.576525919659764, 11.826185043228001, 14.164124857800642, 14.183120773964381, 12.751910180035555, 13.033538817015582, 10.722133637159839, 10.450783788936075, 12.308606190966222, 11.386210227238113, 11.976828960961932, 10.143439949590332, 13.358385378123296, 13.02128790676596, 12.658284289269313, 11.357827994406728, 11.728325407592303, 12.45509648872097, 12.857276351740161, 8.832233279968198, 11.787249362293576, 13.868727035341184, 11.937366907555392, 10.101231252286674, 12.662229044757556, 10.46792280263934, 10.673049132737988, 12.245620177357152, 11.741585187815202, 11.196021463514294, 12.319774157373622, 8.441902536397617, 10.663325525650219, 8.738416359847136, 10.62248877488875, 10.38941451930734, 12.570355513122697, 10.66051095605565, 8.683717107894935, 12.040234286294297, 11.237068175347263, 9.540801277273827, 8.874543809894547, 9.636484407829425, 11.026595306682847, 10.700823038565312, 11.146000978787917, 10.623895652376659, 11.665160180095068, 10.21289575242072, 11.092151782353941, 8.625967332090312, 8.991201180535537, 11.941372795438372, 12.243389514194922, 11.623641522868475, 10.26318116709124, 10.363097948408212, 10.002837151466354, 9.876944997743994, 9.352158717241233, 8.947175024365121, 9.969023879174044, 10.089475892202142, 8.731845632914515, 9.211279494503295, 9.523795792383588, 7.233021511075654]",3639.595286130905
34,0.1,200,[3.94032203],"198.9159203062218, 758.6599122767097, 1019.5174222346169, 1262.7183076137565, 1482.5860013270587, 1551.1152080043196",600,"[16.41678170753633, 15.981725577360844, 13.456855159665931, 15.231123749321696, 13.080932087888371, 11.633276052346782, 16.35396947155968, 18.329415734706057, 13.457698219293505, 15.10591162911951, 12.179975595888767, 7.618152922905464, 12.460834964851008, 11.807060002298966, 12.292649690252036, 9.16263993701535, 12.20148584503147, 10.158221934498803, 6.943897333337445, 11.334711362347736, 13.624783257479947, 9.594410103695429, 11.426817455077803, 9.917410272690706, 12.313668060227295, 12.951022198547992, 5.203599776317266, 17.157636018001323, 14.103619077634534, 12.329915633639374, 13.361526669020469, 8.726673264498858, 8.63882824869099, 16.46207988793862, 12.516994635490516, 12.847520888461446, 6.358929681094696, 15.523756442140526, 12.561819566144653, 10.69803902753102, 12.854423046435974, 8.337573340365585, 13.552174925828004, 12.932185823932286, 7.880313362073264, 5.7759371824000105, 9.180060523005125, 9.791506987194024, 8.844140381536542, 12.957471001934667, 10.504851704045272, 2.2460630258740886, 9.090140372842578, 8.37976781211056, 11.393107751782157, 9.069345301632401, 11.157738489006977, 8.644120888571383, 4.93698061260876, 10.618842359908406, 11.829347238429936, 9.785602591965036, 8.690232279993706, 8.112464433879095, 10.401613463182377, 8.110420463441224, 8.675740684897148, 11.540947143269047, 9.408066720509558, 10.474600959087688, 11.39189463471696, 9.624317496229223, 7.3512882212614015, 8.765713473039224, 11.97345780363558, 9.094051515520642, 2.954963402150078, 10.530305683562633, 7.995633373307519, 8.796522530100997]",3611.714609146118
35,0.1,200,[4.9241941],"188.81498788246702, 863.2281538233021, 1456.8086686598565, 1996.8833991513961, 2488.874444725552, 2958.3230886411848",600,"[17.44473021664764, 12.221028450650115, 12.590584779121178, 9.263257665577736, 13.051821262069794, 13.376460804082374, 13.923396595755266, 8.784257316772003, 12.571866969137295, 10.83509748109758, 13.293316368322762, 14.151055101258333, 11.666959354031894, 16.307895047963868, 10.671526576830907, 11.985433823521143, 11.174355094878106, 13.069361024607183, 13.336141349962165, 11.357556181603918, 12.982361361621713, 15.133536703348433, 7.09429241545588, 9.618599482104218, 11.408996198590206, 13.85671004860593, 10.471841073351388, 7.037007418090118, 10.756476268917748, 9.56999621781528, 12.599843168845638, 13.236702415522883, 8.896987420348013, 16.24789493938715, 8.674788576531014, 11.140619051031202, 11.27928726619905, 12.381264268375606, 11.602189323760962, 10.926428180744528, 11.50344861317688, 10.707161154969324, 9.485771322607818, 8.164444844178819, 10.7643393815456, 11.308932129770557, 9.922254056541497, 7.0029940172582625, 9.413778785049885, 7.05151774303623, 7.7136780495662824, 12.188247461823012, 11.530919244817945, 12.213920091705901, 9.578516598735265, 10.20047847912835, 12.077376403961727, 11.616069821322863, 5.496476824949768, 11.67121618054613, 10.834175844334519, 13.130352012948988, 6.496702798986396, 9.779604183921473, 9.181094795616922, 12.742184791503997, 7.7222201716872965, 7.993155648367452, 10.798213317676797, 10.293134624691447, 8.630498919244058, 11.77730501564283, 9.309370783747996, 6.4846935376607195, 10.35120726794433, 10.691988141881845, 9.32672044295261, 7.317497678412149, 8.436795650650868, 5.931585501932081]",3632.321974992752
36,0.1,200,[3.78908692],"207.979950394619, 790.7065207355472, 1493.2232794266026, 2076.36273872145, 2632.4963692775486, 3012.60170515033",600,"[15.195464972112525, 7.672474998412781, 9.810245328245479, 14.595758280243269, 13.341791606168753, 8.517642507952207, 15.473367438930977, 14.225758857433348, 13.883374172734513, 12.702004663058487, 15.140559285140064, 13.500760323985673, 11.400967029522645, 13.857090532743934, 14.461395375533167, 9.932466696267092, 10.096736843861313, 9.333149921681553, 11.667715960100221, 12.423047362930419, 12.93837071437383, 12.3494062576287, 12.161190602598008, 9.712024006893035, 12.469705091167976, 10.714099300819962, 9.26707793884622, 13.335353705949126, 11.20832933610122, 11.102301793990101, 12.842607502836037, 9.169021050099396, 13.021207616891987, 11.665297154372393, 7.744429178188815, 9.525112723305558, 13.110384284091928, 15.0454192763078, 10.71604406886895, 7.718841370518735, 11.981590458761405, 9.395491800597528, 11.055068774879452, 8.877706225862504, 11.117616476097435, 10.817871751258338, 10.332158134845457, 9.800930951552704, 11.003432454324935, 10.604659233606913, 6.911506719711879, 9.405522338711222, 10.526444434165919, 9.044747279575528, 9.635532769660664, 6.652773859397777, 11.271794507494999, 6.200313657209884, 11.558560243622939, 7.922255190636633, 8.103118157578294, 11.280400362228887, 9.345524079124583, 9.209623287229979, 9.822087512195681, 10.371230943207042, 10.065151054100534, 8.375340458214886, 9.653235263557988, 8.072225883938085, 9.690810007739628, 8.224383046867832, 10.86156216230292, 11.105522994255026, 10.440590882593899, 8.123714473146334, 10.78685714386017, 11.2585247864954, 11.370367879681769, 8.80717765600043]",3634.9035923480988
37,0.1,200,[7.81685435],"201.94755496953482, 742.1702343702189, 1018.175136647666, 1954.9520659132725, 2514.4028089603016, 3388.1788567674876",600,"[12.324667953028747, 11.52213113015087, 10.92270838432401, 14.258597217396854, 11.772359661420584, 14.496796067484041, 11.602735830389436, 13.28199532408707, 8.381931515782343, 10.13512935984526, 13.997440911229438, 12.51451150791999, 11.489237869175323, 12.452771388890534, 13.322627052397582, 10.099377052601234, 11.157829455932843, 14.173694060788273, 11.903245488521302, 12.731823743881678, 13.814271358242518, 13.092278306494402, 11.647826187935154, 12.299795777599606, 9.829832007166445, 13.157853775414525, 10.001335554801575, 12.89017777641543, 17.125799080601134, 8.913765913093087, 12.949187519900669, 14.09818034939086, 13.616090766712466, 11.247077099104159, 11.48515172760643, 13.276841645739795, 9.190706398977007, 9.588195562870126, 11.052794821689501, 11.041540086328784, 8.661790064755133, 12.949419119795618, 9.434911247329454, 9.232104417628813, 9.53753124262154, 9.59736374439612, 11.554322965371126, 13.535961914408961, 8.983714603787194, 9.097405655386682, 9.722851152607587, 9.778865562879378, 8.600736850467081, 11.945579645722443, 5.762042040117767, 10.624359838196732, 9.458665460997576, 6.492597706878165, 10.959522278247595, 8.4442418015902, 6.152965824536345, 12.932451296383189, 8.824275007159098, 9.772969582429356, 10.648923710046773, 10.56272283246354, 8.227340296206851, 10.525014995726414, 10.423527710261654, 7.0152248502294405, 8.902504346828474, 11.76018101441894, 6.777199746046368, 12.201908777674747, 9.490553286276807, 7.206621326898251, 8.253058006297321, 10.512073169365655, 8.785830024293393, 9.739173096693884]",3617.8939440250397
38,0.1,200,[4.50058367],"224.24298919368474, 787.0624698001614, 1473.6799816983796, 2070.994179771019, 2662.2716546170423, 3265.859044441227",600,"[12.38868830327449, 16.79598898812701, 14.900520927469824, 15.08301269315313, 12.144502922233391, 11.667343772603076, 13.681974057584908, 12.619911622244956, 17.222369519787243, 14.04367515782043, 11.830674965582073, 10.232667792967325, 9.871617088193906, 19.439144938965406, 11.624397000921173, 13.837278631633067, 14.429720951752618, 11.54128942667685, 12.887348948517653, 8.750473173262602, 17.618485623144934, 13.891685090861863, 14.243537635248975, 14.760729681489027, 10.454974826782028, 11.233573080896841, 13.166304481908668, 16.962372692952744, 17.826783954100545, 15.981094154225284, 20.970719591091008, 14.312423150625927, 7.793691263252672, 15.490472729614911, 7.477262925516621, 21.700572790400937, 17.567843026450127, 16.310570336870768, 19.88885807466814, 15.947357720488496, 9.562154497264318, 9.498719215976687, 13.387854546886405, 14.112418355418708, 12.383408996685546, 12.469014842218392, 9.96247029820423, 11.383193735098082, 12.339347473801801, 7.992948531421109, 10.825271389920648, 12.53372779968037, 5.563062800157066, 13.144676300358572, 9.698298757497508, 1.8605260324672364, 8.638472041710344, 7.068081404423342, 11.073768967578905, 8.157076094771243, 11.93322533536557, 6.175159916973351, 5.816817268325111, 10.68325394833898, 11.691553450096423, 7.561465151462438, 9.059898362634147, 8.5135370202242, 12.670648514983904, 12.551374200935935, 9.076829257690074, 3.9194160719566518, 5.2560247964260345, 8.58332546537022, 6.85898843884017, 6.5543894316339095, 11.08129506306518, 4.51313324665806, 8.780316397289182, 9.523708173040616]",3620.4545950889587
39,0.1,200,[4.08560995],"197.32876821285635, 843.2579510689504, 1340.3133156677193, 2067.1298645312745, 2448.8883077988044, 3061.224006972797",600,"[15.704990737644929, 13.189888770170235, 12.934717283441316, 12.229568185237888, 13.068733905212705, 12.399553419899457, 12.413425221989614, 9.970912246446261, 11.030431243511599, 16.55871678086315, 13.74800865261704, 12.286472985895502, 11.940773655829446, 15.373741815363966, 10.076820540020671, 11.9016088793756, 13.164857576538209, 11.93614705282568, 15.185810793552303, 9.67961044673518, 9.11449348697402, 13.024893502708196, 12.60041941861764, 11.709390131583415, 15.803196696777066, 11.560798310560365, 12.024657796028965, 16.089781249068132, 16.34239580345111, 10.735789943274073, 10.481623869740615, 11.822561157535175, 11.42828661848842, 10.104944710006942, 15.50646217637983, 12.83725030195944, 10.912046803192553, 10.339946857636011, 12.95355276088745, 12.449214140522784, 10.221015697378235, 12.621172604412058, 9.561894330833931, 9.715760638264477, 8.859219933909731, 10.649654489715306, 10.817324113274601, 11.930456249220256, 9.654660367116776, 10.868550784152353, 12.48014789339934, 7.821944489574871, 11.483121078438606, 9.298821005754178, 9.385007195628738, 11.603821799474824, 9.401375155354964, 8.820893892011037, 8.170744692213423, 8.390598919163471, 9.23202843960793, 8.66412539543546, 11.497019525693274, 7.233146724611196, 11.239363701831508, 9.277307065556897, 10.472990516171091, 10.746167555208892, 9.631798612471409, 11.838206201151591, 7.263601066826732, 9.386480745593621, 12.578374835710928, 8.311034542718687, 9.833027421436327, 9.150788101759805, 10.378756608548402, 9.814902258930198, 4.969415495505846, 9.305413862558481]",3631.6341195106506
