,cluster,f1,fbest,freq,grad,sol
635,20,400,[13.715516535977553],"377.1597077626793, 761.1489268776456, 1165.3849424086488, 1678.8568389387242, 1989.7843526838624, 2161.1383603055915",400,"[8.883068479636679, 11.089929342078207, 10.606811858354092, 10.400490915079995, 9.077796240061804, 9.916194703174824, 7.808881931691083, 11.30584011973253, 8.101640649929104, 9.665075629109673, 8.345817459084587, 14.838916888161272, 9.077796240061804, 14.585273392009201, 13.013862232504227, 8.101640649929104, 7.808881931691083, 9.462629779370545, 9.462629779370545, 14.200049287636581, 10.606811858354092, 9.462629779370545, 10.400490915079995, 9.077796240061804, 6.12964561729828, 14.370602525510906, 7.034759944044107, 14.838916888161272, 9.462629779370545, 11.089929342078207, 9.916194703174824, 8.101640649929104, 8.883068479636679, 11.741411491952979, 11.30584011973253, 10.400490915079995, 11.741411491952979, 9.077796240061804, 9.665075629109673, 8.345817459084587]"
636,0,400,[12.3375956],"434.4158880143673, 1005.7984221749804, 1460.3830707708494, 2207.155448687644, 2766.694342285354, 3414.7011089138286",600,"[5.357319321981585, 2.098367457508454, 3.719547902755628, 2.9114693105740534, 3.0454191285412713, 3.4329978568007107, 3.8346591892714805, 3.506932789378292, 3.154245492297658, 2.404306823096616, 3.1034567472678005, 5.085920417239843, 3.8381878116593713, 2.459239877433812, 2.936935965073717, 3.641731378895583, 3.602823279978287, 4.518501429679964, 4.354202057707007, 3.5635566510656598, 3.7983593234979014, 3.439154144609002, 2.7035204389593166, 2.8861981660903844, 2.6948136389833053, 3.849099678457749, 4.306631883334838, 4.3685775605935575, 3.386441734785704, 2.331261862462231, 2.970112158251612, 2.8786701900860105, 3.7642949991486843, 3.2203854155451213, 4.005165671387408, 4.695243222940981, 2.4782219637894993, 2.6372768134998785, 3.2058257077109524, 3.235607392617129]"
637,10,400,[11.08380826352583],"418.209678699946, 1050.3135011448094, 1735.2721177745634, 2157.4666271217993, 2766.8014588253523, 3414.8016215054877",600,"[15.664859608832144, 6.295102372525362, 11.489706246933522, 8.814402459308525, 8.814402459308525, 10.531559072362816, 11.489706246933522, 10.531559072362816, 9.551712453263196, 7.254772895086619, 9.551712453263196, 15.664859608832144, 11.489706246933522, 7.254772895086619, 8.814402459308525, 10.531559072362816, 10.531559072362816, 13.820616978931419, 13.029411501635401, 10.531559072362816, 11.489706246933522, 10.531559072362816, 8.0356108914425, 8.814402459308525, 8.0356108914425, 11.489706246933522, 13.029411501635401, 13.029411501635401, 10.531559072362816, 7.254772895086619, 8.814402459308525, 8.814402459308525, 11.489706246933522, 9.551712453263196, 11.489706246933522, 13.820616978931419, 7.254772895086619, 8.0356108914425, 9.551712453263196, 9.551712453263196]"
638,11,400,[9.616522037053036],"410.3022458557769, 946.335345157857, 1510.4474078236394, 2165.805236923269, 2766.5867638084096, 3240.9675797632867",600,"[15.664859608832144, 6.295102372525362, 10.895744409521368, 8.814402459308525, 8.814402459308525, 10.324144894180282, 11.544883336711298, 10.324144894180282, 9.551712453263196, 7.254772895086619, 9.551712453263196, 15.664859608832144, 11.544883336711298, 7.254772895086619, 8.814402459308525, 10.895744409521368, 10.895744409521368, 13.820616978931419, 13.029411501635401, 10.895744409521368, 11.544883336711298, 10.324144894180282, 8.0356108914425, 8.814402459308525, 8.0356108914425, 11.544883336711298, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.254772895086619, 8.814402459308525, 8.814402459308525, 11.544883336711298, 9.551712453263196, 11.544883336711298, 13.820616978931419, 7.254772895086619, 8.0356108914425, 9.551712453263196, 9.551712453263196]"
639,12,400,[10.734156097731425],"401.59062541108904, 940.710195379401, 1495.5188819175366, 2156.9887252967255, 2766.585390439109, 3207.5979990106457",600,"[15.664859608832144, 6.295102372525362, 10.895744409521368, 8.814402459308525, 8.814402459308525, 10.324144894180282, 11.450760601221113, 10.324144894180282, 9.551712453263196, 7.254772895086619, 9.551712453263196, 15.664859608832144, 11.450760601221113, 7.254772895086619, 8.814402459308525, 10.895744409521368, 10.895744409521368, 13.820616978931419, 13.029411501635401, 10.895744409521368, 11.450760601221113, 10.324144894180282, 8.0356108914425, 8.814402459308525, 8.0356108914425, 11.450760601221113, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.254772895086619, 8.814402459308525, 8.814402459308525, 11.450760601221113, 9.551712453263196, 12.015497014162223, 13.820616978931419, 7.254772895086619, 8.0356108914425, 9.551712453263196, 9.551712453263196]"
640,13,400,[9.930617255630631],"435.30160048895766, 975.058703010308, 1566.8481226853871, 2152.5998766841826, 2766.7607184078083, 3330.6175114358953",600,"[16.071957965944755, 6.295102372525362, 11.402074452395407, 8.814402459308525, 8.814402459308525, 10.324144894180282, 11.402074452395407, 10.324144894180282, 9.551712453263196, 7.254772895086619, 9.551712453263196, 15.25776125171953, 11.402074452395407, 7.254772895086619, 8.814402459308525, 10.80811130993953, 10.80811130993953, 13.820616978931419, 13.029411501635401, 10.80811130993953, 11.402074452395407, 10.324144894180282, 8.0356108914425, 8.814402459308525, 8.0356108914425, 11.402074452395407, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.254772895086619, 8.814402459308525, 8.814402459308525, 11.402074452395407, 9.551712453263196, 12.015497014162223, 13.820616978931419, 7.254772895086619, 8.0356108914425, 9.551712453263196, 9.551712453263196]"
641,14,400,[9.098463373501078],"431.6331058725624, 986.3036126206014, 1566.1784480551532, 2147.881901333586, 2766.7643804923505, 3310.845927173744",600,"[16.071957965944755, 6.295102372525362, 11.402074452395407, 8.750031474045468, 9.30312136810673, 10.324144894180282, 11.402074452395407, 10.324144894180282, 9.30312136810673, 7.254772895086619, 9.30312136810673, 15.25776125171953, 11.402074452395407, 7.254772895086619, 8.750031474045468, 10.80811130993953, 10.80811130993953, 13.820616978931419, 13.029411501635401, 10.80811130993953, 11.402074452395407, 10.324144894180282, 8.0356108914425, 8.750031474045468, 8.0356108914425, 11.402074452395407, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.254772895086619, 8.750031474045468, 8.750031474045468, 11.402074452395407, 9.661818515873204, 12.015497014162223, 13.820616978931419, 7.254772895086619, 8.0356108914425, 9.661818515873204, 9.661818515873204]"
642,15,400,[9.945124083805974],"434.52450384515043, 1035.9941600656464, 1562.6853218332055, 2153.762172472321, 2766.763922732048, 3414.748212969061",600,"[16.071957965944755, 6.295102372525362, 11.402074452395407, 8.750031474045468, 9.223313813713608, 10.324144894180282, 11.402074452395407, 10.324144894180282, 9.612048006128145, 7.254772895086619, 9.223313813713608, 15.25776125171953, 11.402074452395407, 7.254772895086619, 8.750031474045468, 10.80811130993953, 10.80811130993953, 13.555504289039892, 13.029411501635401, 10.80811130993953, 11.402074452395407, 10.324144894180282, 8.0356108914425, 8.750031474045468, 8.0356108914425, 11.402074452395407, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.254772895086619, 8.750031474045468, 8.750031474045468, 11.402074452395407, 9.612048006128145, 12.015497014162223, 14.085729668822943, 7.254772895086619, 8.0356108914425, 9.612048006128145, 9.612048006128145]"
643,16,400,[12.868925178699063],"435.59411173042827, 1049.6043457372327, 1478.9634403192626, 2161.9697919661253, 2766.6444447034323, 3414.671807638274",600,"[16.071957965944755, 6.295102372525362, 11.041918922476816, 8.750031474045468, 9.223313813713608, 10.258593736195417, 11.450760601221113, 10.673312720422238, 9.612048006128145, 7.254772895086619, 9.223313813713608, 15.25776125171953, 11.450760601221113, 7.254772895086619, 8.750031474045468, 11.041918922476816, 10.673312720422238, 13.555504289039892, 13.029411501635401, 10.673312720422238, 11.450760601221113, 10.258593736195417, 8.0356108914425, 8.750031474045468, 8.0356108914425, 11.450760601221113, 13.029411501635401, 13.029411501635401, 10.258593736195417, 7.254772895086619, 8.750031474045468, 8.750031474045468, 11.450760601221113, 9.612048006128145, 12.015497014162223, 14.085729668822943, 7.254772895086619, 8.0356108914425, 9.612048006128145, 9.612048006128145]"
644,17,400,[10.672506546543776],"436.40726523242694, 1033.3789633860504, 1569.8019307855168, 2285.028816736255, 2766.736456975287, 3397.265435423348",600,"[16.071957965944755, 6.295102372525362, 11.282202225402214, 8.750031474045468, 9.223313813713608, 10.324144894180282, 11.521946679388602, 10.324144894180282, 9.612048006128145, 7.103353028338271, 9.223313813713608, 15.25776125171953, 11.521946679388602, 7.406192761834967, 8.750031474045468, 10.80811130993953, 10.80811130993953, 13.555504289039892, 13.029411501635401, 10.80811130993953, 11.282202225402214, 10.324144894180282, 8.0356108914425, 8.750031474045468, 8.0356108914425, 11.521946679388602, 13.029411501635401, 13.029411501635401, 10.324144894180282, 7.103353028338271, 8.750031474045468, 8.750031474045468, 11.282202225402214, 9.612048006128145, 12.015497014162223, 14.085729668822943, 7.406192761834967, 8.0356108914425, 9.612048006128145, 9.612048006128145]"
645,18,400,[274.02056961801196],"444.690445879921, 1064.0202514714306, 1531.9807078535323, 2277.680175226156, 2766.7273016624436, 12704.422083877575",600,"[16.071957965944755, 6.295102372525362, 11.282202225402214, 8.750031474045468, 9.223313813713608, 10.258593736195417, 11.521946679388602, 10.605734160665929, 9.612048006128145, 7.103353028338271, 9.223313813713608, 15.25776125171953, 11.521946679388602, 7.406192761834967, 8.750031474045468, 10.866831988310805, 10.866831988310805, 13.555504289039892, 13.029411501635401, 10.605734160665929, 11.282202225402214, 10.258593736195417, 8.0356108914425, 8.750031474045468, 8.0356108914425, 11.521946679388602, 13.029411501635401, 13.029411501635401, 10.258593736195417, 7.103353028338271, 8.750031474045468, 8.750031474045468, 11.282202225402214, 9.612048006128145, 12.015497014162223, 14.085729668822943, 7.406192761834967, 8.0356108914425, 9.612048006128145, 9.612048006128145]"
646,19,400,[817.6988315386697],"444.43524147632127, 998.2079526578898, 1567.8458378293453, 2287.802345587905, 2766.725470596239, 31198.74935945169",600,"[16.071957965944755, 6.295102372525362, 11.282202225402214, 8.709955223868125, 9.023296930189325, 10.258593736195417, 11.521946679388602, 10.605734160665929, 9.386553359348188, 7.103353028338271, 9.386553359348188, 15.25776125171953, 11.521946679388602, 7.406192761834967, 8.709955223868125, 10.866831988310805, 10.866831988310805, 13.555504289039892, 13.029411501635401, 10.605734160665929, 11.282202225402214, 10.258593736195417, 8.0356108914425, 8.709955223868125, 8.0356108914425, 11.521946679388602, 13.029411501635401, 13.029411501635401, 10.258593736195417, 7.103353028338271, 9.023296930189325, 8.709955223868125, 11.282202225402214, 9.661818515873204, 12.015497014162223, 14.085729668822943, 7.406192761834967, 8.0356108914425, 9.661818515873204, 9.661818515873204]"
647,20,400,[10.762573884670196],"437.9708938610186, 1002.3778710669185, 1526.0198060278497, 2219.1821296498492, 2766.7089909458678, 3350.593350976318",600,"[16.071957965944755, 6.295102372525362, 11.22576435285647, 8.676337666750449, 9.136257385623814, 10.258593736195417, 11.490229502164876, 10.605734160665929, 9.386553359348188, 7.341768664319927, 9.386553359348188, 15.25776125171953, 11.490229502164876, 7.341768664319927, 8.860572184987994, 10.866831988310805, 10.866831988310805, 13.555504289039892, 13.029411501635401, 10.605734160665929, 11.490229502164876, 10.258593736195417, 8.0356108914425, 8.676337666750449, 8.0356108914425, 11.490229502164876, 13.029411501635401, 13.029411501635401, 10.258593736195417, 6.993785587386693, 8.860572184987994, 8.676337666750449, 11.22576435285647, 9.661818515873204, 12.015497014162223, 14.085729668822943, 7.341768664319927, 8.0356108914425, 9.661818515873204, 9.661818515873204]"
648,0,50,[17.99038121],"54.95260887732438, 247.24386166318814, 462.0905560578041, 558.2952599924581, 848.2682255317405, 1094.568956979135",200,"[3.041142374332449, 3.0185002214893903, 3.409706062491773, 3.049130679510077, 3.0447971100956686, 2.60175362050817, 2.918651385357289, 2.788140590355242, 2.9599400114198726, 1.9902742051757119, 2.0273292844071285, 4.004175798026131, 2.8341808413208742, 2.0107166968252637, 3.1033536960121015, 2.309194300631012, 3.3695317683703685, 2.547119570919912, 4.050011370568192, 3.893278556122341, 2.8133625917571043, 4.004478065558904, 3.292374349600222, 3.4596856775389107, 2.8441133448094904, 2.743933900382143, 2.8131873732379398, 3.7633780685359266, 2.2085529756770286, 3.4220756199184525, 3.3207371841320703, 2.328370171233415, 3.270977214317921, 3.4448676772055014, 3.2145040244415424, 3.789476858655362, 2.5200622898215146, 2.8432686305583283, 2.2685344529955658, 3.600174252719417]"
649,10,50,[22.308068356384872],"54.437877508629526, 242.0609081075544, 439.9650644447483, 522.3018105102673, 864.307033829002, 1090.6932491960004",200,"[9.058078062092935, 9.058078062092935, 10.263520083315003, 9.058078062092935, 9.058078062092935, 7.668935481249596, 9.058078062092935, 8.434365973894767, 9.058078062092935, 6.028320186408104, 6.028320186408104, 12.058665234153226, 8.434365973894767, 6.028320186408104, 9.058078062092935, 6.835988925402766, 10.263520083315003, 7.668935481249596, 12.058665234153226, 11.44613348331363, 8.434365973894767, 12.058665234153226, 9.823944579368817, 10.263520083315003, 8.434365973894767, 8.434365973894767, 8.434365973894767, 11.44613348331363, 6.835988925402766, 10.263520083315003, 9.823944579368817, 6.835988925402766, 9.823944579368817, 10.263520083315003, 9.823944579368817, 11.44613348331363, 7.668935481249596, 8.434365973894767, 6.835988925402766, 10.800522758158252]"
650,11,50,[21.41889921029388],"53.03237583844943, 241.91006866403805, 447.29587148339215, 520.5181818472712, 838.8738341905753, 1087.307503927127",200,"[9.154154448863812, 9.154154448863812, 10.263520083315003, 9.154154448863812, 9.154154448863812, 7.668935481249596, 8.817887095165743, 8.434365973894767, 8.817887095165743, 6.028320186408104, 6.028320186408104, 12.058665234153226, 8.434365973894767, 6.028320186408104, 9.154154448863812, 6.835988925402766, 10.263520083315003, 7.668935481249596, 12.058665234153226, 11.44613348331363, 8.434365973894767, 12.058665234153226, 9.823944579368817, 10.263520083315003, 8.434365973894767, 8.434365973894767, 8.434365973894767, 11.44613348331363, 6.835988925402766, 10.263520083315003, 9.823944579368817, 6.835988925402766, 9.823944579368817, 10.263520083315003, 9.823944579368817, 11.44613348331363, 7.668935481249596, 8.434365973894767, 6.835988925402766, 10.800522758158252]"
651,12,50,[21.455863871366507],"53.030799608506236, 241.9047284177321, 447.2708403914817, 520.2015287211218, 838.8484695059454, 1086.788919995626",200,"[9.154154448863812, 9.154154448863812, 10.263520083315003, 9.154154448863812, 9.154154448863812, 7.668935481249596, 8.817887095165743, 8.434365973894767, 8.817887095165743, 6.028320186408104, 6.028320186408104, 12.058665234153226, 8.434365973894767, 6.028320186408104, 9.154154448863812, 6.835988925402766, 10.263520083315003, 7.668935481249596, 12.058665234153226, 11.679835668367023, 8.434365973894767, 12.058665234153226, 9.823944579368817, 10.263520083315003, 8.434365973894767, 8.434365973894767, 8.434365973894767, 11.329282390786933, 6.835988925402766, 10.263520083315003, 9.823944579368817, 6.835988925402766, 9.823944579368817, 10.263520083315003, 9.823944579368817, 11.329282390786933, 7.668935481249596, 8.434365973894767, 6.835988925402766, 10.800522758158252]"
652,13,50,[21.41038849912074],"53.08920823036321, 242.00481225925603, 447.67252788625, 520.550785447596, 841.3373481216352, 1086.4946233891437",200,"[9.154154448863812, 9.154154448863812, 10.263520083315003, 9.154154448863812, 9.154154448863812, 7.668935481249596, 8.817887095165743, 8.434365973894767, 8.817887095165743, 6.028320186408104, 6.028320186408104, 12.058665234153226, 8.434365973894767, 6.028320186408104, 9.154154448863812, 6.906098924859993, 10.263520083315003, 7.668935481249596, 12.058665234153226, 11.679835668367023, 8.434365973894767, 12.058665234153226, 9.823944579368817, 10.263520083315003, 8.434365973894767, 8.434365973894767, 8.434365973894767, 11.329282390786933, 6.625658927031086, 10.263520083315003, 9.823944579368817, 6.906098924859993, 9.823944579368817, 10.263520083315003, 9.823944579368817, 11.329282390786933, 7.668935481249596, 8.434365973894767, 6.906098924859993, 10.800522758158252]"
